day,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,weighted_mean,max
128,7.102970862576417e-07,3.641721008985728e-15,0.0,0.9999992897029102,1.0310363851629897e-61,7.638893092976051e-219,6.572988858417916e-57,2.999997869108734,3
129,1.0,1.6808107383357483e-18,0.0,0.0,1.239077587495157e-43,6.469278554421583e-298,2.5754912158507392e-43,1.6808107383357483e-18,0
130,4.445258788275508e-06,7.25100140342742e-32,0.0,0.9999955547412117,5.1466435470905306e-42,2.5518342114580184e-82,1.9668321841358223e-42,2.999986664223635,3
131,2.26500385190884e-06,5.795267595251024e-19,0.0,0.9999977349961481,3.817642780162882e-42,1.2608844046967982e-67,5.078525134080636e-34,2.9999932049884444,3
132,4.288682415364895e-06,1.6953382497931858e-26,0.0,0.9999957113175846,9.882245501861677e-39,2.007869720997142e-131,5.3998837131121275e-59,2.9999871339527537,3
133,4.563592608534228e-06,6.601587780198666e-29,0.0,0.9999954364073915,1.9979865162062516e-40,2.490534056834324e-115,1.5586579760672153e-49,2.999986309222175,3
134,5.170281515264596e-06,9.027785198093407e-33,0.0,0.9999948297184847,3.793673723251832e-53,1.5271379703842266e-109,1.8684899199781377e-40,2.9999844891554543,3
135,4.348059121704927e-06,6.953557812932493e-29,0.0,0.9999956519408784,2.1796215241422103e-36,2.5001389194339905e-121,1.5813137516709096e-55,2.999986955822635,3
136,4.745292245498601e-06,2.951362655709685e-28,0.0,0.9999952547077545,3.221751212037301e-35,6.204583662485356e-51,2.5265404250624744e-49,2.9999857641232635,3
137,4.098157303123099e-06,2.8828703576533593e-29,0.0,0.9999959018426968,1.5924733623178077e-40,1.7130267889670296e-57,4.9350112279788284e-51,2.9999877055280906,3
138,1.0,4.1009965655304356e-26,0.0,0.0,7.165697200892724e-37,1.4647237805753337e-91,4.94438642814503e-140,4.1009965658170633e-26,0
139,3.5298909386086946e-06,1.4498515086813218e-26,0.0,0.9999964701090615,5.124208118547496e-39,4.3188002750584484e-38,5.59052325234757e-72,2.9999894103271845,3
140,4.655891181871025e-06,1.747245733900866e-27,0.0,0.9999953441088182,5.600935534646036e-40,5.207089808536788e-52,1.2393005892727424e-51,2.9999860323264547,3
141,2.728211664373434e-06,2.435017595666222e-22,0.0,0.9999972717883356,9.630039101752702e-64,1.9806284756270652e-87,5.810711312851786e-28,2.999991815365007,3
142,4.339852604029246e-06,6.790506368934073e-33,0.0,0.9999956601473959,1.174427505655324e-38,2.1436208436180294e-91,8.336678834039746e-52,2.9999869804421877,3
143,1.0711152724169882e-05,4.9930162172818486e-30,0.0,0.9999892888472758,3.8926821687046735e-96,1.85709294391179e-39,2.655200813418505e-19,2.9999678665418275,3
144,0.9999999999999579,4.1744454375773324e-14,0.0,0.0,5.065221672765625e-54,3.192351003378694e-16,1.2673210529970072e-17,4.341666914064249e-14,0
145,1.3569555269689891e-05,1.1185275276554538e-41,0.0,0.9999864304447302,2.366743344236374e-81,7.997964731263956e-72,5.476024722744076e-29,2.9999592913341906,3
