day,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,weighted_mean,max
101,0.006142316784511855,1.139420712132462e-34,1.2980303885707573e-18,6.408522340748432e-14,0.993857683215424,0.0,5.350657677613463e-155,3.9754307328618883,4
102,3.1453567218290505e-06,1.6073512459395807e-23,1.4317926994664207e-20,5.941904509729196e-13,1.282760126114721e-07,0.9999967263666713,1.7608450942010955e-143,4.99998414493919,5
103,1.8849156929816977e-06,3.178775303612601e-25,4.4966069780514355e-20,9.918539147146637e-22,1.472914310501191e-05,0.999983385941202,3.14889388314649e-178,4.99997584627843,5
104,2.341271102391974e-06,2.1578060457694255e-23,6.514686146098959e-23,8.209109810584772e-27,0.000537490163243987,0.9994601685656537,4.629497589121036e-182,4.999450803481245,5
105,2.715204180382857e-07,4.575421371728517e-22,1.438327738374586e-11,3.613736126569889e-29,9.168579983696585e-06,0.999990559885215,7.619885532440663e-170,4.999989473774776,5
106,1.079932123990344e-11,3.7549220435444187e-48,1.3448937738264344e-06,7.366541377856132e-49,0.00015042701017295936,0.9998482280852539,1.950522211204849e-261,4.999845538254509,5
107,3.0772830074359137e-09,3.4606376923773796e-42,2.132086260404666e-12,7.14883423362467e-40,4.26994314123042e-05,0.9999572974891725,1.3524305100834148e-267,4.999957285175776,5
108,6.375540009013485e-06,8.716831347060923e-45,1.7740288790491628e-10,1.0813215125481694e-23,1.0395398578035116e-20,0.9999936242825881,1.3511611671697554e-100,4.999968121767746,5
109,5.959227747521858e-07,2.327799008738655e-41,4.425605829619715e-07,7.650906587274397e-23,1.373395524037102e-88,0.9999989615166422,5.145113175606215e-21,4.999995692704377,5
110,1.0004380561397029e-23,0.0,0.0,0.0038074409929559068,0.0,0.0,0.996192559007044,5.988577677021132,6
111,3.68098911288955e-25,0.0,0.0,0.028354696339258103,0.0,0.0,0.971645303660742,5.914935910982226,6
112,8.980712716046683e-06,8.811297339011001e-31,6.515439596584676e-07,5.1603161744369946e-14,1.3322955982681906e-62,0.9999903677432727,4.277802975214213e-18,4.999953141804437,5
113,2.1994095509055337e-46,0.0,0.0,0.9945197285913042,0.0,0.0,0.0054802714086957735,3.0164408142260872,3
114,0.9863050570843696,1.7999766244453022e-106,2.0364839797483333e-84,0.013694773557048436,2.0226124200568652e-58,0.0,1.6935858208300118e-07,0.041085336822637805,0
115,8.925357842777366e-06,3.761375958539734e-21,9.025574943684053e-11,3.6388713750952286e-09,8.454689609222033e-10,0.999991070067561,3.631800269775076e-85,4.999955364816806,5
116,2.962186279447156e-06,2.0604829387027057e-19,8.095433866685069e-12,2.5043011581784964e-11,1.0699585363966909e-08,0.9999970270809968,3.215478060154631e-94,4.999985178294645,5
117,1.2635242824844584e-07,2.423506333456221e-27,6.106945037304981e-14,9.363870963402077e-22,1.6632500483995915e-07,0.9999997073225059,2.5139485912982082e-198,4.99999920191267,5
118,6.396799622319928e-12,1.4984183612766042e-30,1.0004725585745802e-09,9.160439882384109e-46,3.282706415131056e-05,0.9999671719289793,1.9702202611184976e-278,4.999967169902447,5
119,8.250130562314673e-07,2.060414361439949e-31,1.6689496357348998e-18,4.072935106036194e-28,3.077407926355027e-05,0.9999684009076804,2.7879719624989503e-207,4.999965100855456,5
120,9.613141387979477e-07,6.514617462970995e-25,0.538767861430373,1.2412064965376842e-12,2.020895621599569e-26,0.46123117725424706,2.6928851493162426e-53,3.383691609135705,2
121,0.9960688931902499,3.335662054326943e-19,1.4930561398029805e-05,3.9708949912138735e-05,0.003876467298440026,0.0,2.5311353772417833e-82,0.015654857166292578,0
122,0.997589606674412,4.2048947336119906e-16,1.3632133122809228e-05,8.078436749066898e-06,0.002388682755715807,0.0,3.783547168523637e-65,0.009606230599356468,0
123,2.6071949896524044e-06,2.9633036510026477e-15,5.621391685147656e-10,7.264605035229111e-10,1.1541924714473034e-09,0.9999973903622152,4.0758351863781595e-81,4.999986959731508,5
124,0.9999639523722272,0.0,0.0,3.604762777097632e-05,9.885419594623098e-61,0.0,1.815971357191721e-15,0.00010814288332382478,0
125,1.3904636515404289e-11,0.0,0.0,0.9205982871961637,0.0,0.0,0.0794017127899317,3.238205138328081,3
126,1.2962893167446753e-05,1.1630543757734542e-18,0.9999863769515673,6.601552586217786e-07,6.719958842725843e-15,0.0,1.3461146503963753e-63,1.9999747343689374,2
127,5.8960716549332684e-05,9.579752457619805e-14,0.9999410379049741,1.3765614283128928e-09,1.8193849761174216e-12,0.0,1.275404538842633e-71,1.9998820799470058,2
128,2.4076970094369377e-09,3.78573584089882e-09,5.567716280093507e-05,6.590182241393737e-15,4.6063154770658926e-14,0.9999443166437135,4.972750735998322e-88,4.9998329413301095,5
129,0.02624285411051609,3.4944305518814866e-08,4.85360076314047e-10,1.1576237788130433e-07,0.9737569946974405,0.0,3.9040426232940075e-89,3.8950283619919213,4
130,9.335809541600845e-07,5.428497529980182e-08,1.8851991739162865e-14,7.777209697947153e-08,4.2287459886694777e-10,0.99999893393908,9.516586300153264e-122,4.999994958988203,5
