day,cluster0,cluster1,cluster2,cluster3,cluster4,weighted_mean,max
73,1.6313404027636935e-07,1.0143277597913498e-75,1.8978085405046457e-35,0.9999993371342848,4.997316749948175e-07,3.0000000103295545,3
74,3.461676563930015e-05,8.392768007938203e-111,2.170373354477035e-15,0.9999653116483929,7.158596575357004e-08,2.999896221289046,3
75,8.29559496979752e-25,2.3734432478614328e-101,2.457770611685576e-22,0.9999995366272744,4.6337272565371084e-07,3.0000004633727255,3
76,4.914151195404174e-19,1.4508496347242208e-84,6.764881363206066e-29,0.9999996961724049,3.038275951890179e-07,3.0000003038275955,3
77,2.367469496341304e-18,3.229674746854316e-62,1.3471596552353882e-41,0.9999996392795661,3.6072043381829e-07,3.000000360720434,3
78,5.183869697260285e-15,2.98477307924096e-50,8.73285008868925e-49,0.9999993610797784,6.389202163513262e-07,3.0000006389202007,3
79,6.589994270476215e-14,3.1979980587565963e-50,8.25455504861064e-53,0.9999995175505699,4.824493642941693e-07,3.0000004824491673,3
80,4.371441496544037e-14,1.7219465082461465e-58,6.5251796329747e-47,0.9999996842519795,3.157479768599996e-07,3.000000315747846,3
81,9.797706227694632e-11,4.083506847914952e-40,4.638629633017651e-47,0.9999993606390153,6.392630076961847e-07,3.0000006389690768,3
82,8.1567517500456e-09,2.1079541154170585e-49,2.0437767481970716e-38,0.9999993635345832,6.283086651044229e-07,3.00000060383841,3
83,4.1909929448260193e-10,6.395064739256347e-56,4.372748981872889e-36,0.999999563077769,4.36503131675455e-07,3.0000004352458336,3
84,4.5240494512956105e-11,3.240672727049327e-56,4.38294078723538e-32,0.9999994668400386,5.331147208226469e-07,3.000000532978999,3
85,1.9347158664836103e-15,5.478974122119195e-88,1.2779968110999435e-20,0.9999994390289876,5.609710105732895e-07,3.0000005609710048,3
86,1.2134602348161897e-11,1.3864279690048478e-58,1.7592748758994593e-27,0.9999993869775423,6.130103231751552e-07,3.0000006129739196,3
87,8.389005206098376e-10,1.6454776759122893e-76,3.987953286744853e-19,0.9999985005254208,1.49863567869381e-06,3.000001496118977,3
88,0.020655521175794878,0.0,0.9793444788242052,0.0,6.592778595190973e-21,1.9586889576484103,2
89,2.2410311687622594e-32,0.0,1.0,0.0,4.982484261864012e-84,2.0,2
90,9.091001090413968e-08,5.372013668163225e-103,6.180014844102149e-05,0.9440936823586397,0.05584442658290838,3.0557823537044344,3
91,0.00018293136627207246,0.0,0.12549843219895215,0.0,0.8743186364347758,3.7482714101370074,4
92,0.0016368671238964347,7.540334082237023e-86,8.163088696142632e-12,0.9950363423234183,0.003326790544522149,2.9984161891646695,3
